Rate,Blockheight
0.0,19842474
0.0,19842468
0.0,19842465
0.0,19842368
0.0,19842352
0.0,19842285
29.9,19842056
30.0,19842054
29.0,19842052
0.0,19842050
140.0,19841964
99.3,19841961
13.7,19841934
13.3,19841879
13.2,19841877
12.7,19841813
12.7,19841807
12.6,19841803
0.0,19841800
15.0,19841797
12.6,19841795
2.1,19841691
10.0,19841472
0.0,19841352
1.1,19841007
0.0,19840825
0.0,19840822
0.0,19840785
0.2,19840677
3.6,19840673
3.1,19840618
0.0,19840511
0.1,19840234
0.0,19840149
0.0,19840010
0.0,19840010
0.0,19839964
0.0,19839964
0.8,19839952
0.8,19839952
0.6,19839867
0.3,19839766
0.0,19839605
0.0,19839358
0.0,19839358
0.0,19839338
0.0,19839274
0.0,19839188
0.0,19839110
0.0,19839016
0.0,19839015
0.0,19838969
0.0,19838931
0.0,19838927
0.0,19838898
0.0,19838793
0.0,19838792
0.4,19838791
0.0,19838790
0.0,19838790
0.0,19838790
0.4,19838766
42.0,19838752
0.0,19838751
0.0,19838749
0.0,19838747
0.0,19838745
0.0,19838743
0.0,19838741
0.0,19838739
0.0,19838737
0.0,19838735
1.4,19838659
39.0,19838436
0.8,19838434
0.8,19838420
0.0,19838099
0.0,19838060
29.0,19838023
29.0,19838023
19.0,19838019
0.0,19837867
12.3,19837812
0.0,19837624
0.0,19837282
0.0,19837063
0.0,19837029
0.0,19837026
0.0,19837014
0.0,19837011
0.0,19837006
0.0,19836836
0.0,19836835
0.0,19836814
0.0,19836638
0.0,19836624
0.0,19836589
298.0,19836521
0.0,19836508
270.0,19836490
287.0,19836487
0.0,19836418
0.0,19836415
0.0,19836404
0.0,19836399
0.0,19836391
0.0,19836196
0.0,19836163
0.0,19836161
0.0,19836141
0.0,19836136
0.0,19836129
0.0,19836116
0.1,19836115
0.0,19836025
0.0,19835970
0.0,19835924
0.0,19835908
155.9,19835901
0.0,19835838
0.0,19835683
0.0,19835591
0.0,19835550
0.0,19835520
0.0,19835474
0.0,19835467
0.0,19835440
0.0,19835205
19.0,19835200
0.0,19834891
15.7,19834864
0.0,19834856
210.2,19834664
211.4,19834661
14.6,19834173
217.4,19833863
10.7,19833835
0.0,19833772
298.0,19833602
0.0,19833312
6.6,19833204
6.5,19833200
4.8,19832936
4.8,19832935
4.6,19832894
24.6,19832891
24.6,19832891
0.0,19832834
0.0,19832462
0.2,19832462
0.0,19832380
4.7,19832338
0.0,19832198
0.0,19832198
0.0,19832172
0.0,19832015
0.0,19831940
0.0,19831819
0.0,19831803
240.0,19831707
0.0,19831671
0.0,19831595
0.0,19831559
0.0,19831342
0.0,19831340
23.8,19831243
0.0,19831239
0.0,19831168
0.0,19830936
0.0,19830896
0.0,19830849
0.0,19830698
20.2,19830637
0.0,19830612
0.0,19830466
0.0,19830336
28.7,19830117
26.4,19829976
26.3,19829973
0.0,19829632
18.0,19829477
0.0,19829461
0.0,19829460
0.0,19829365
0.0,19829326
9.0,19829296
9.0,19829294
9.0,19829292
0.0,19828811
0.0,19828792
0.0,19828509
2.4,19828441
25.6,19828273
29.9,19828167
21.4,19828004
21.4,19828002
21.3,19827997
0.0,19827736
16.9,19827734
0.0,19827715
22.7,19827702
0.0,19827698
0.0,19827692
0.0,19827577
0.0,19827572
16.3,19827318
14.3,19827198
12.8,19827108
28.4,19826892
31.2,19826705
30.3,19826635
30.0,19826619
31.2,19826559
4.3,19826450
0.0,19826444
0.0,19826318
0.0,19826269
29.9,19826260
30.0,19826258
15.0,19826256
24.0,19826254
0.0,19826132
21.0,19825996
15.0,19825923
42.0,19825906
19.0,19825901
18.8,19825852
41.9,19825848
18.7,19825845
0.0,19825509
0.0,19825502
13.0,19825430
13.0,19825377
1.3,19825340
1.0,19825248
0.0,19825227
1.0,19825210
10.0,19825174
9.5,19825148
9.5,19825147
12.9,19825144
41.9,19825144
42.0,19825143
13.0,19825142
39.0,19825142
29.0,19825140
28.9,19825138
0.8,19824960
0.1,19824960
6.3,19824956
3.4,19824906
3.4,19824906
4.7,19824896
0.0,19824883
0.0,19824708
13.0,19824705
0.0,19824670
0.0,19824653
0.5,19824540
0.0,19824521
12.3,19824513
0.0,19824446
8.4,19824277
0.0,19824267
0.0,19824180
4.7,19823950
0.0,19823790
0.0,19823721
0.0,19823705
13.0,19823652
0.0,19823456
3.3,19823442
1.6,19823259
0.0,19823173
1.3,19823027
1.9,19822941
29.0,19822809
1.5,19822803
1.5,19822803
0.0,19822672
13.0,19822659
298.0,19822609
0.0,19822585
28.0,19822583
0.0,19822441
0.0,19822332
0.0,19822329
0.0,19822323
0.0,19822319
0.0,19822301
8.1,19822269
0.0,19822211
0.0,19821987
0.0,19821972
4.9,19821596
4.2,19821444
4.2,19821444
28.0,19821403
12.9,19821402
27.9,19821400
3.5,19821294
7.2,19821270
999.7,19821267
7.2,19821238
3.2,19821227
0.0,19821206
98.9,19821180
2.9,19821178
2.1,19820997
2.6,19820990
2.5,19820989
0.7,19820717
0.7,19820716
0.0,19820394
0.0,19820241
0.0,19820098
0.0,19820091
0.0,19820021
0.0,19820008
28.0,19819933
0.0,19819890
0.0,19819818
0.0,19819741
0.0,19819719
0.0,19819675
0.0,19819648
0.0,19819604
0.0,19819400
0.0,19819400
0.0,19819399
0.0,19819399
0.0,19819378
0.0,19819263
0.3,19819262
0.0,19819225
0.0,19819000
0.0,19818999
0.0,19818838
0.0,19818676
0.0,19818607
0.0,19818568
0.0,19818568
0.0,19818433
0.0,19818381
0.0,19818368
0.0,19818305
0.0,19818274
0.0,19818193
0.0,19818165
0.0,19818146
0.0,19818139
0.0,19818090
0.0,19818060
0.0,19817939
0.0,19817789
0.0,19817780
0.0,19817770
0.0,19817595
0.0,19817546
878.8,19817536
0.0,19817519
0.0,19817459
0.0,19817436
0.0,19817429
0.0,19817387
0.0,19817386
0.0,19817302
0.0,19817284
208.3,19817261
0.0,19817212
898.0,19817205
0.0,19817195
0.0,19817193
0.0,19817190
0.4,19817066
0.7,19816987
0.4,19816765
0.0,19816714
0.0,19816625
0.0,19816555
0.0,19816531
15.3,19816411
0.0,19816408
0.0,19816380
0.0,19816289
0.0,19816221
0.0,19816158
0.0,19816155
0.0,19816152
0.0,19816148
29.0,19816088
29.0,19816088
25.0,19816055
13.0,19816016
0.0,19815924
0.0,19815917
0.0,19815914
0.0,19815899
0.0,19815897
10.3,19815733
0.0,19815521
0.0,19815328
13.0,19815240
15.0,19815185
0.0,19815111
0.0,19815108
0.0,19815097
0.0,19815074
0.0,19815074
0.0,19815074
0.0,19815072
13.0,19814957
13.0,19814899
13.0,19814877
12.4,19814854
12.5,19814810
0.0,19814807
0.0,19814805
11.8,19814766
11.7,19814761
0.0,19814758
11.6,19814758
11.6,19814753
16.1,19814442
0.0,19814418
15.0,19814353
14.8,19814208
14.6,19814199
12.2,19814050
20.0,19813889
20.0,19813888
6.7,19813858
7.2,19813792
15.0,19813764
1.7,19813743
2.8,19813709
15.8,19813654
0.0,19813606
2.5,19813534
24.4,19813331
17.5,19813284
1.8,19813272
0.0,19813230
17.0,19813157
15.6,19813064
0.3,19812718
0.0,19812619
0.0,19812582
0.0,19812544
0.0,19812530
0.0,19812507
1.5,19812433
0.0,19812403
5.6,19812357
5.0,19812309
0.0,19812284
4.9,19812261
7.9,19812078
19.5,19812078
6.7,19811935
4.9,19811776
10.5,19811591
11.3,19811585
0.0,19811519
10.5,19811498
10.9,19811495
10.5,19811364
13.8,19811364
0.0,19811017
0.0,19811001
6.8,19810921
6.7,19810916
5.6,19810850
0.0,19810615
3.8,19810590
3.6,19810485
19.0,19810374
0.0,19810366
0.0,19810329
0.0,19810226
0.1,19810202
0.0,19810149
2.6,19810133
2.4,19810093
3.5,19810093
24.5,19810045
3.2,19809986
20.8,19809827
288.0,19809806
288.0,19809783
0.0,19809556
0.0,19809476
15.0,19809471
287.0,19809469
15.0,19809453
0.4,19809279
1.8,19809185
0.7,19809087
3.1,19809087
12.0,19809070
3.6,19808978
23.3,19808861
0.0,19808844
0.0,19808831
15.8,19808391
12.6,19808164
0.0,19808018
16.9,19807987
12.8,19807741
12.8,19807741
0.0,19807599
271.8,19807317
5.7,19807314
1.3,19807203
0.0,19807184
4.7,19807135
4.4,19807046
0.0,19807046
0.3,19806930
4.0,19806896
4.0,19806895
0.0,19806853
2.9,19806841
0.0,19806718
3.4,19806688
8.8,19806582
4.6,19806185
1.0,19806140
4.4,19806116
4.0,19805995
4.0,19805987
3.9,19805941
3.9,19805903
0.3,19805885
24.4,19805872
25.0,19805760
3.5,19805757
3.4,19805703
0.0,19805674
0.0,19805623
3.1,19805607
153.0,19805584
3.0,19805547
0.0,19805539
2.8,19805480
2.7,19805472
0.0,19805464
2.6,19805421
2.6,19805411
6.2,19805381
2.5,19805379
0.0,19805361
10.8,19805352
0.0,19805331
2.0,19805186
0.0,19805158
0.0,19805157
1.9,19805152
1.8,19805131
0.0,19805125
1.1,19804902
0.0,19804853
0.8,19804769
0.0,19804752
0.0,19804752
1.1,19804709
155.4,19804679
1.0,19804646
1.0,19804642
0.9,19804637
0.0,19804629
201.3,19804369
0.0,19804332
0.0,19804280
0.0,19804255
0.0,19803903
0.0,19803851
0.8,19803825
0.0,19803796
0.3,19803710
0.3,19803639
0.0,19803421
0.0,19803259
0.0,19803171
0.0,19803112
0.0,19803073
0.0,19803049
0.0,19803042
0.0,19803017
0.0,19802949
0.0,19802944
0.0,19802889
0.0,19802884
0.0,19802858
0.0,19802849
0.0,19802649
0.0,19802150
0.0,19802098
0.0,19802060
0.0,19802046
0.0,19801965
0.0,19801943
0.0,19801925
0.0,19801902
0.0,19801885
0.0,19801862
0.0,19801614
0.0,19801591
0.0,19801555
0.0,19801477
0.0,19801457
0.0,19801374
0.0,19801372
0.0,19801340
0.0,19801230
0.0,19801171
250.0,19801070
0.0,19801049
0.0,19800991
0.0,19800835
0.0,19800812
0.0,19800709
287.4,19800706
0.0,19800698
2.4,19800680
0.0,19800678
0.0,19800669
270.9,19800667
13.6,19800596
0.0,19800376
0.0,19800246
0.0,19800136
12.1,19800114
0.0,19800025
0.3,19799923
0.0,19799775
0.0,19799656
0.0,19799606
0.0,19799389
0.0,19799313
0.0,19799245
0.0,19799238
0.0,19799160
0.0,19799146
0.0,19798514
0.0,19798494
0.0,19798487
0.0,19798474
0.0,19798474
0.0,19798474
0.0,19798443
0.0,19798371
0.0,19798345
0.0,19798168
0.0,19798159
0.0,19798146
0.0,19798017
0.0,19797881
0.0,19797858
0.0,19797853
0.0,19797750
0.0,19797657
0.0,19797628
0.0,19797452
0.0,19797446
0.0,19797043
0.0,19797008
21.2,19796936
23.1,19796936
22.7,19796763
0.0,19796683
99.0,19796625
20.4,19796619
22.7,19796556
18.5,19796525
22.7,19796481
42.0,19796340
0.0,19796297
0.0,19796249
0.1,19796244
0.0,19796235
0.0,19795957
42.0,19795949
0.0,19795913
0.0,19795910
0.0,19795886
30.0,19795870
26.0,19795870
0.0,19795851
0.0,19795730
0.0,19795728
0.0,19795724
0.0,19795721
0.0,19795718
26.0,19795638
26.0,19795579
25.1,19795522
24.7,19795498
0.0,19795494
0.0,19795491
26.0,19795482
84.8,19795355
26.0,19795347
0.0,19795219
0.0,19794815
29.0,19794735
42.1,19794735
4.5,19794589
0.0,19794564
0.0,19794511
4.6,19794458
0.0,19794254
0.0,19794153
25.5,19794100
17.7,19794069
0.0,19794000
0.0,19794000
3.6,19793977
0.0,19793888
0.0,19793675
0.0,19793495
0.0,19793377
2.4,19793222
0.0,19793198
5.4,19793084
0.0,19793015
0.0,19792991
0.0,19792969
22.0,19792903
0.0,19792837
20.2,19792762
20.2,19792762
17.0,19792649
18.2,19792641
17.8,19792618
17.7,19792611
17.5,19792602
14.6,19792442
0.0,19792413
0.0,19792348
20.0,19792131
0.0,19792042
23.3,19792036
20.0,19791843
0.0,19791796
28.1,19791234
29.0,19791068
0.0,19791008
0.0,19791006
0.0,19790895
60.2,19790876
0.0,19790863
0.0,19790858
0.0,19790775
1.5,19790686
1.5,19790686
0.0,19790648
0.0,19790623
0.0,19790488
288.0,19790192
25.4,19790180
3.0,19790177
3.0,19790173
0.0,19790155
2.8,19790104
24.9,19790092
20.0,19789552
106.6,19789521
0.0,19789514
19.3,19789510
19.3,19789507
19.3,19789507
21.0,19789449
13.2,19789378
25.0,19789369
23.8,19789285
0.0,19789220
22.0,19789168
27.4,19789057
18.7,19788954
23.7,19788953
11.5,19788522
1000.0,19788499
225.5,19788496
15.0,19788459
16.1,19788283
100.1,19787914
10.8,19787877
7.2,19787810
4.9,19787605
4.1,19787514
17.5,19787457
28.0,19787383
16.2,19787379
4.3,19787376
4.3,19787371
4.9,19787354
4.8,19787287
4.7,19787270
21.3,19787266
4.7,19787264
4.7,19787258
0.0,19787221
4.6,19787216
4.5,19787183
19.8,19787178
19.8,19787177
4.0,19787018
0.0,19786985
3.8,19786892
0.0,19786876
61.5,19786870
3.2,19786683
13.9,19786585
3.6,19786551
2.3,19786351
3.1,19786347
8.5,19785958
7.9,19785894
0.9,19785819
0.9,19785816
0.0,19785809
0.6,19785720
0.4,19785664
17.0,19785661
15.3,19785558
0.0,19785525
0.0,19785517
0.0,19785516
0.0,19785513
0.0,19785511
0.0,19785494
0.0,19785481
0.0,19785478
0.0,19785402
0.0,19785268
0.0,19785256
0.0,19785243
0.0,19785187
8.5,19785185
0.0,19785182
8.4,19785180
7.0,19785102
0.0,19785075
0.0,19784999
0.0,19784982
4.5,19784964
4.0,19784938
0.0,19784589
2.2,19784522
2.3,19784435
2.3,19784423
0.0,19784204
10.2,19784197
0.0,19784122
0.0,19784104
0.8,19784095
0.0,19783976
0.1,19783813
17.0,19783718
0.1,19783591
0.0,19783484
0.0,19783421
0.0,19783377
0.0,19783294
0.0,19783286
0.0,19783253
0.0,19783235
0.0,19783194
0.0,19783174
0.0,19783159
0.0,19783043
0.0,19783033
0.0,19783020
0.0,19783009
9.8,19782953
0.0,19782947
0.0,19782915
0.0,19782913
0.0,19782911
9.3,19782865
8.9,19782794
0.0,19782793
0.0,19782753
8.6,19782739
984.9,19782735
986.5,19782592
7.8,19782585
7.6,19782560
7.6,19782547
7.6,19782545
6.4,19782339
0.0,19782333
288.0,19782312
6.7,19782310
6.7,19782305
0.0,19782296
0.0,19782151
0.0,19782104
6.0,19782069
6.0,19782068
6.0,19782062
0.0,19782035
5.7,19782011
0.0,19781989
0.0,19781987
0.0,19781972
0.0,19781817
0.0,19781815
0.0,19781682
4.3,19781618
5.5,19781471
0.0,19781389
4.3,19781385
0.0,19781321
4.9,19781275
3.4,19781163
4.2,19781086
4.2,19781061
0.0,19781003
4.4,19781003
3.7,19780953
3.5,19780727
0.0,19780722
3.3,19780655
250.6,19780352
1.6,19780143
1.6,19780137
1.6,19780133
1.2,19780002
1.2,19779999
1.1,19779981
1.0,19779943
0.7,19779868
0.0,19779849
9.7,19779763
283.4,19779740
0.0,19779708
0.0,19779698
0.0,19779694
0.0,19779621
0.1,19779615
0.0,19779611
0.0,19779567
0.0,19779554
0.0,19779538
0.0,19779519
398.3,19779319
890.0,19779309
0.0,19779196
49.8,19779071
0.0,19778968
0.0,19778907
0.0,19778900
0.0,19778896
0.0,19778892
0.0,19778891
0.0,19778883
0.0,19778878
0.0,19778600
0.0,19778528
0.0,19778436
0.0,19778432
0.0,19778388
0.0,19778370
0.0,19778334
0.0,19778325
0.0,19778315
0.0,19778267
5.0,19778225
0.0,19778121
0.0,19778118
0.0,19778101
0.0,19778095
0.0,19778069
0.0,19778033
0.0,19778025
3.3,19778002
0.0,19777952
6.5,19777941
0.0,19777928
0.0,19777869
510.0,19777842
6.0,19777839
6.0,19777835
5.9,19777834
279.0,19777832
0.0,19777796
3.3,19777786
0.0,19777694
5.4,19777687
5.4,19777682
5.4,19777667
5.3,19777662
5.3,19777639
0.7,19777623
6.0,19777623
0.0,19777611
0.0,19777609
28.9,19777596
32.2,19777593
340.0,19777592
29.0,19777591
94.8,19777590
5.9,19777588
5.9,19777588
15.3,19777464
14.6,19777420
0.0,19777350
2.5,19777307
0.0,19777287
3.4,19777247
12.7,19777247
0.0,19776974
17.1,19776952
0.0,19776928
0.0,19776827
40.0,19776801
0.0,19776785
1.7,19776632
36.3,19776621
1.7,19776619
0.0,19776618
36.6,19776616
0.6,19776610
1.6,19776580
1.6,19776574
0.0,19776573
288.0,19776508
1.3,19776480
0.5,19776446
16.8,19776278
21.7,19776267
16.4,19776250
26.0,19776112
288.0,19776101
15.7,19776036
0.0,19776019
0.0,19776016
0.0,19775977
0.0,19775937
19.0,19775895
0.0,19775848
19.0,19775726
27.1,19775633
40.9,19775574
0.0,19775552
48.7,19775542
16.4,19775535
34.9,19775527
16.1,19775518
49.9,19775513
0.0,19775508
36.2,19775507
0.0,19775502
15.6,19775485
0.0,19775456
288.0,19775053
0.0,19775046
0.0,19774825
0.0,19774823
0.0,19774819
0.0,19774815
0.0,19774813
0.0,19774811
0.0,19774807
28.8,19774786
28.8,19774786
28.9,19774784
28.9,19774781
28.9,19774781
28.0,19774765
5.0,19774763
4.9,19774742
4.8,19774691
0.0,19774651
0.0,19774517
0.0,19774430
0.0,19774376
0.0,19774376
0.0,19774376
0.0,19774284
41.8,19774137
2.7,19773959
2.7,19773952
2.5,19773876
2.9,19773841
115.0,19773776
2.5,19773677
2.1,19773541
2.1,19773533
1.9,19773473
1.8,19773444
1.6,19773358
2.0,19773258
0.0,19773248
0.0,19773196
1.9,19773189
0.0,19772540
0.0,19772521
0.0,19772470
0.7,19772447
0.6,19772412
0.5,19772377
0.5,19772369
0.5,19772366
0.5,19772362
0.5,19772354
1.5,19772316
9.6,19772311
216.4,19772290
20.3,19772046
20.3,19772044
0.0,19771999
0.0,19771986
0.0,19771983
0.0,19771684
0.0,19771684
282.6,19771553
0.0,19771161
0.0,19771069
0.0,19770998
1.7,19770924
0.0,19770899
0.0,19770858
0.0,19770749
0.0,19770654
0.0,19770654
0.0,19770654
0.0,19770624
0.0,19770564
0.0,19770563
0.0,19770553
0.0,19770541
0.0,19770363
0.0,19770362
4.8,19770141
0.0,19770059
0.0,19770056
4.5,19770047
182.6,19770043
4.3,19769963
4.2,19769933
0.0,19769932
0.0,19769931
0.0,19769920
0.0,19769920
28.0,19769901
113.8,19769900
113.8,19769899
4.1,19769898
0.0,19769884
4.0,19769872
4.0,19769872
0.0,19769869
44.1,19769811
0.0,19769780
51.3,19769773
0.0,19769741
0.0,19769740
0.0,19769740
0.0,19769738
0.0,19769737
0.0,19769737
8.7,19769710
0.0,19769608
0.0,19769229
0.0,19769092
1.5,19768961
0.0,19768859
25.7,19768827
5.6,19768825
56.9,19768777
0.0,19768717
27.9,19768663
0.6,19768650
0.0,19768602
0.5,19768594
49.0,19768594
0.5,19768591
0.5,19768591
0.0,19768544
0.1,19768482
24.6,19768481
0.1,19768432
0.1,19768404
0.0,19768388
0.0,19768299
0.0,19768206
0.0,19768100
0.0,19768098
0.0,19767897
0.0,19767740
998.8,19767720
0.0,19767529
24.4,19767425
0.0,19766980
0.0,19766979
0.0,19766978
0.0,19766978
0.0,19766978
0.0,19766978
0.0,19766971
80.0,19766911
88.7,19766910
54.9,19766903
54.9,19766903
0.0,19766877
14.0,19766795
0.0,19766558
28.7,19766488
0.0,19766306
4.4,19766292
0.0,19766289
0.0,19766277
0.0,19766277
47.0,19766272
4.2,19766240
4.0,19766169
4.0,19766166
0.0,19766084
0.0,19766082
0.0,19765888
0.0,19765875
0.0,19765679
0.0,19765662
0.0,19765628
41.0,19765452
41.0,19765452
41.0,19765452
0.0,19765353
39.7,19765323
39.7,19765322
0.0,19765225
18.4,19765147
20.9,19765130
0.0,19765017
0.3,19764753
0.0,19764597
0.0,19764518
0.0,19764516
0.0,19764515
0.0,19764513
4.0,19764509
12.0,19764472
12.0,19764472
3.4,19764347
3.4,19764347
3.4,19764347
3.5,19764331
3.2,19764265
0.0,19764177
0.0,19764167
30.6,19763822
0.0,19763675
0.0,19763582
0.0,19763580
0.8,19763460
1.7,19763452
1.7,19763421
1.3,19763284
33.6,19763181
0.0,19763088
0.5,19762998
0.4,19762972
0.2,19762889
0.2,19762889
0.0,19762557
0.0,19762554
3.0,19762369
0.8,19762269
0.0,19762153
0.0,19762075
0.0,19762026
0.0,19761861
0.0,19761842
0.0,19761823
0.0,19761787
55.0,19761773
0.9,19761760
35.3,19761737
37.0,19761731
37.0,19761729
53.6,19761652
53.6,19761650
0.6,19761647
1.2,19761632
56.5,19761624
56.5,19761624
56.4,19761623
56.4,19761623
56.4,19761622
56.4,19761621
56.5,19761617
1.2,19761612
81.6,19761606
120.0,19761600
120.0,19761599
120.0,19761597
120.0,19761597
56.4,19761591
24.6,19761587
56.5,19761584
24.5,19761583
24.5,19761583
39.0,19761582
24.6,19761580
0.0,19761578
1.1,19761577
0.0,19761500
0.0,19761432
0.0,19761411
0.0,19761408
0.5,19761374
52.8,19761356
52.8,19761356
0.0,19761301
0.3,19761261
0.0,19761238
0.0,19761207
0.0,19761181
0.0,19761146
0.0,19761139
0.0,19761137
0.0,19761102
0.1,19761091
0.0,19761083
0.0,19761050
0.0,19761041
0.0,19761035
0.0,19760936
0.0,19760888
0.0,19760855
24.6,19760794
0.0,19760753
0.0,19760721
0.0,19760439
37.1,19760346
48.9,19760303
4.5,19759957
0.0,19759716
0.0,19759546
0.0,19759531
0.0,19759436
0.0,19759353
0.0,19759337
0.0,19759332
15.5,19759274
0.0,19759266
0.0,19759251
0.0,19759231
0.0,19759214
0.0,19759207
0.1,19759199
0.0,19758813
0.0,19758812
0.0,19758812
0.0,19758776
0.0,19758525
0.0,19758512
0.0,19758459
0.1,19758453
0.0,19758450
0.0,19758444
0.0,19758426
0.0,19758416
0.0,19758412
0.0,19758408
0.0,19758406
0.0,19758394
0.0,19758374
0.0,19758367
0.1,19758363
0.0,19758346
0.0,19758182
0.0,19758181
0.0,19758181
0.0,19758160
0.0,19758104
0.0,19758071
0.0,19758071
0.0,19758071
0.0,19758071
0.0,19758047
0.0,19758047
0.0,19758044
0.0,19758044
0.0,19757980
0.0,19757980
0.0,19757980
0.0,19757980
0.0,19757979
0.0,19757970
0.0,19757946
1.4,19757895
1.3,19757859
42.7,19757822
1.1,19757755
1.1,19757755
0.0,19757734
0.0,19757707
0.0,19757702
0.9,19757685
0.5,19757567
0.3,19757467
0.0,19757410
0.0,19757393
0.0,19757390
0.0,19757381
0.0,19757381
0.0,19757381
0.0,19757381
0.0,19757348
0.0,19757340
0.0,19757328
0.0,19757325
0.0,19757325
0.0,19757325
0.0,19757285
0.0,19757255
0.0,19757255
0.0,19757254
0.0,19757254
0.0,19757233
0.0,19757233
0.0,19757233
0.0,19757233
28.9,19757193
0.0,19757193
28.9,19757193
0.0,19757187
0.0,19757187
0.0,19757187
0.0,19757187
86.0,19757104
86.0,19757046
86.0,19757046
86.0,19757046
0.0,19757008
0.0,19757001
86.0,19756992
86.0,19756992
0.0,19756992
0.0,19756500
46.3,19756339
0.0,19756322
47.3,19756260
0.0,19756223
59.8,19756219
59.8,19756219
0.0,19756058
0.0,19755977
55.5,19755845
0.0,19755816
0.0,19755782
0.0,19755720
0.0,19755565
615.0,19755296
0.0,19755226
0.0,19755205
0.0,19755066
0.0,19755052
0.0,19754988
19.0,19754935
0.0,19754913
0.0,19754913
0.0,19754913
0.0,19754898
18.2,19754880
0.0,19754842
0.0,19754810
0.0,19754624
12.4,19754515
21.8,19754459
29.0,19754456
0.0,19754337
0.0,19754274
0.0,19754257
0.0,19754209
0.0,19753985
0.0,19753982
0.0,19753977
0.0,19753972
21.7,19753652
21.7,19753651
21.2,19753624
21.2,19753624
21.2,19753624
21.2,19753624
0.0,19753619
20.6,19753588
28.4,19753548
25.4,19753270
0.0,19753270
0.0,19753115
22.8,19753090
22.8,19753089
22.8,19753089
86.0,19753076
24.2,19753014
35.5,19752912
0.0,19752857
17.2,19752753
25.7,19752620
24.2,19752618
24.2,19752618
24.2,19752617
24.2,19752617
24.2,19752616
0.0,19752552
22.9,19752541
21.8,19752471
21.3,19752443
21.1,19752428
21.1,19752428
21.1,19752427
0.0,19752423
14.8,19752421
300.0,19752419
0.0,19752419
0.0,19752419
14.4,19752398
20.0,19752361
20.0,19752360
18.5,19752274
18.5,19752273
18.2,19752256
18.2,19752256
15.8,19752113
15.6,19752099
15.5,19752001
15.1,19751968
0.0,19751926
14.1,19751910
5.9,19751887
10.6,19751797
15.5,19751797
0.0,19751652
0.0,19751614
12.7,19751612
12.6,19751612
12.3,19751480
12.3,19751480
12.3,19751479
12.3,19751479
12.0,19751456
0.0,19751417
10.9,19751349
13.7,19751290
5.9,19751207
25.5,19751150
0.0,19751020
31.0,19750998
0.0,19750959
33.3,19750912
32.7,19750912
0.0,19750872
0.0,19750858
0.0,19750858
0.0,19750807
0.0,19750677
0.0,19750625
0.0,19750616
39.4,19750508
0.0,19750430
27.6,19750387
300.0,19750376
27.4,19750371
38.0,19750371
300.0,19750333
300.0,19750327
37.0,19750312
26.4,19750311
34.6,19750196
23.3,19750124
28.0,19750102
0.0,19750102
0.0,19750079
0.0,19750068
0.0,19750067
0.0,19750043
0.0,19749670
0.0,19749670
0.0,19749648
33.2,19749624
35.8,19749623
20.3,19749573
0.0,19749271
0.0,19749164
0.0,19749040
3.3,19748820
50.2,19748773
0.0,19748733
51.8,19748705
53.1,19748705
17.3,19748633
17.3,19748625
53.8,19748623
53.5,19748606
52.2,19748526
0.0,19748495
50.8,19748444
10.3,19748252
27.9,19748190
21.7,19747827
0.0,19747795
0.0,19747696
0.0,19747664
84.2,19747628
16.1,19747596
42.2,19747570
0.8,19747569
16.1,19747569
0.6,19747569
28.8,19747569
33.2,19747569
19.8,19747515
0.0,19747503
24.8,19747272
15.0,19747224
20.0,19747224
0.0,19747009
0.0,19746508
0.0,19746508
0.0,19746508
25.7,19746453
22.2,19746247
22.2,19746247
22.0,19746233
21.8,19746222
21.5,19746205
20.5,19746145
28.9,19746134
29.0,19746132
19.8,19746099
19.6,19746089
19.2,19746062
29.0,19746033
240.2,19746010
0.0,19745945
0.0,19745945
29.0,19745918
29.0,19745917
298.9,19745774
4.7,19745752
26.3,19745719
25.2,19745654
22.3,19745479
4.5,19745468
22.0,19745462
3.9,19745462
21.7,19745444
300.0,19745409
20.9,19745397
20.8,19745392
20.7,19745385
20.7,19745385
20.7,19745385
3.7,19745379
0.0,19745364
19.3,19745300
19.1,19745286
18.3,19745242
17.9,19745216
16.5,19745134
16.5,19745134
16.5,19745134
27.9,19745114
27.9,19745109
27.9,19745107
27.9,19745107
27.9,19745107
27.9,19745107
28.0,19745099
298.9,19745098
28.0,19745097
15.8,19745095
15.9,19745095
16.5,19744844
0.0,19744766
13.1,19744641
12.5,19744605
0.0,19744487
8.2,19744347
7.8,19744322
29.9,19744254
0.0,19744239
0.0,19744172
4.8,19744079
4.8,19744054
4.7,19744031
14.2,19743920
14.0,19743898
0.0,19743893
13.9,19743886
13.7,19743860
13.7,19743860
13.7,19743858
13.7,19743858
13.7,19743857
0.0,19743818
12.9,19743756
0.0,19743529
0.0,19743522
0.0,19743465
0.0,19743463
10.2,19743407
0.0,19743269
274.0,19743170
7.5,19743060
7.5,19743060
1.4,19742937
0.0,19742838
0.0,19742836
0.0,19742794
0.0,19742783
0.0,19742779
0.0,19742429
0.0,19742428
0.0,19742298
1.5,19742294
0.0,19742199
0.0,19742114
0.0,19742102
0.0,19742005
0.0,19741989
0.0,19741977
0.0,19741970
0.0,19741874
0.0,19741853
0.0,19741795
0.0,19741716
0.0,19741584
0.1,19741557
0.0,19741419
239.0,19741392
87.3,19741390
0.0,19741254
0.0,19741127
0.0,19741101
0.0,19741071
0.0,19740994
11.9,19740994
300.0,19740963
300.0,19740963
300.0,19740960
0.0,19740951
131.6,19740869
