Rate,Blockheight
12.0,17527083
12.0,17527035
0.0,17526682
12.0,17526579
0.0,17526566
0.0,17526514
50.0,17526505
50.0,17526487
0.0,17526485
0.0,17526323
0.0,17526307
38.9,17526253
0.0,17526229
0.0,17526194
12.0,17526174
0.0,17526141
0.0,17526126
0.0,17526098
0.0,17526006
12.0,17525891
0.0,17525887
0.0,17525886
12.0,17525885
0.0,17525884
0.0,17525883
0.0,17525820
50.0,17525663
0.0,17525469
12.0,17525409
0.0,17525384
0.0,17525328
0.0,17525324
0.0,17525295
0.0,17525266
0.0,17525260
0.0,17525260
0.0,17525248
0.0,17525230
49.7,17525206
49.7,17525205
0.0,17525090
0.0,17525081
0.0,17525028
0.0,17525023
12.0,17525021
0.0,17525020
12.0,17525020
0.0,17525015
0.0,17525005
0.0,17524998
0.0,17524923
0.0,17524872
0.0,17524868
0.0,17524867
0.0,17524759
38.9,17524678
0.0,17524566
0.0,17524439
0.0,17524403
0.0,17524357
0.0,17524318
0.0,17524214
0.0,17524213
0.0,17524208
0.0,17524207
0.0,17524206
0.0,17524170
12.0,17524158
0.0,17524131
0.0,17524057
0.0,17524043
0.0,17523970
0.0,17523914
0.0,17523759
0.0,17523519
0.0,17523519
0.0,17523516
0.0,17523516
0.0,17523516
0.0,17523516
0.0,17523461
0.0,17523450
0.0,17523432
12.0,17523421
0.0,17523225
100.0,17523124
12.0,17522706
0.0,17522532
50.0,17522507
0.0,17522483
0.0,17522463
0.0,17522431
0.0,17522235
0.0,17522212
0.0,17522211
12.0,17522106
0.0,17521988
0.0,17521982
0.0,17521973
0.0,17521957
0.0,17521954
0.0,17521790
0.0,17521782
0.0,17521782
0.0,17521782
0.0,17521777
0.0,17521760
0.0,17521734
0.0,17521667
0.0,17521557
0.0,17521545
0.0,17521545
0.0,17521545
12.0,17521522
0.0,17521475
0.0,17521468
12.0,17521460
0.0,17521458
0.0,17521442
0.0,17521442
0.0,17521442
0.0,17521442
0.0,17521336
0.0,17521333
0.0,17521321
0.0,17521321
0.0,17521320
0.0,17521320
0.0,17521318
0.0,17521316
0.0,17521314
12.0,17521312
0.0,17521312
0.0,17521309
0.0,17521308
0.0,17521303
12.0,17521218
0.0,17521208
0.0,17520926
12.0,17520870
0.0,17520748
12.0,17520737
100.0,17520511
0.0,17520392
0.0,17520392
0.0,17520392
0.0,17520392
50.0,17520308
50.0,17520276
50.0,17520259
50.0,17520251
0.0,17520232
0.0,17519999
0.0,17519998
0.0,17519863
0.0,17519861
0.0,17519817
42.0,17519809
0.0,17519519
0.0,17519457
0.0,17519430
0.0,17519429
0.0,17519362
0.0,17519320
0.0,17519319
180.0,17519299
42.0,17519298
0.0,17519298
0.0,17519296
0.0,17519295
0.0,17519243
0.0,17519173
0.0,17519152
0.0,17519150
0.0,17519144
43.9,17519139
0.0,17519132
0.0,17519121
0.0,17519112
0.0,17519104
44.0,17519007
44.0,17518977
0.0,17518909
0.0,17518859
0.0,17518605
299.0,17518577
0.0,17518559
0.0,17518549
0.0,17518548
0.0,17518548
170.0,17518519
0.0,17518449
0.0,17518433
0.0,17518426
0.0,17518171
20.0,17518161
0.0,17518152
0.0,17518148
0.0,17518105
0.0,17518101
0.0,17517997
0.0,17517930
290.0,17517927
299.0,17517927
0.0,17517922
0.0,17517909
0.0,17517909
0.0,17517909
0.0,17517859
0.0,17517810
0.0,17517805
19.0,17517581
19.6,17517543
144.3,17517505
19.6,17517379
0.0,17517049
0.0,17517029
19.6,17516914
0.0,17516912
0.0,17516912
0.0,17516910
0.0,17516909
0.0,17516908
0.0,17516906
0.0,17516904
0.0,17516802
19.6,17516776
0.0,17516749
19.6,17516723
0.0,17516672
0.0,17516643
0.0,17516639
0.0,17516637
0.0,17516636
0.0,17516632
20.0,17516617
0.0,17516581
0.0,17516572
0.0,17516526
0.0,17516525
20.0,17516521
19.6,17516521
20.0,17516517
20.0,17516516
20.0,17516514
20.0,17516512
20.0,17516510
20.0,17516509
20.0,17516507
0.0,17516505
20.0,17516505
0.0,17516503
20.0,17516482
20.0,17516479
20.0,17516476
20.0,17516472
0.0,17516469
0.0,17516466
20.0,17516466
20.0,17516463
110.0,17516460
0.0,17516452
0.0,17516395
20.0,17516361
0.0,17516360
0.0,17516330
0.0,17516285
0.0,17516221
0.0,17516023
0.0,17515995
0.0,17515995
20.0,17515951
0.0,17515925
0.0,17515904
20.0,17515888
120.0,17515879
0.3,17515794
0.0,17515784
0.1,17515780
0.1,17515778
0.1,17515773
0.1,17515771
0.0,17515771
60.0,17515769
0.1,17515768
0.1,17515768
0.0,17515767
0.1,17515766
0.0,17515765
0.0,17515763
0.0,17515761
25.0,17515760
20.0,17515691
0.0,17515493
0.0,17515493
30.0,17515460
20.0,17515397
20.0,17515329
0.0,17515280
0.0,17515212
0.1,17515006
0.1,17515004
0.1,17514929
0.1,17514905
0.1,17514893
0.0,17514863
0.0,17514850
0.0,17514840
0.0,17514839
0.0,17514691
0.1,17514605
0.0,17514524
0.0,17514239
15.0,17514238
0.0,17514195
18.8,17514193
18.7,17514185
0.0,17514169
17.3,17514160
0.0,17514157
0.0,17514156
20.0,17514155
0.0,17514080
0.0,17513747
0.0,17513698
17.3,17513643
0.0,17513638
0.0,17513604
0.0,17513581
0.0,17513528
0.0,17513381
0.0,17513379
0.0,17513377
0.0,17513332
0.0,17513332
0.0,17513332
0.0,17513332
0.0,17513318
0.0,17513306
0.0,17513303
0.0,17512970
0.0,17512921
0.0,17512849
0.0,17512817
64.0,17512744
0.0,17512712
0.0,17512639
0.0,17512635
0.0,17512412
0.0,17512410
0.0,17512404
0.0,17512394
0.0,17512382
0.0,17512350
0.0,17512177
0.0,17512174
0.0,17512127
0.0,17511980
15.0,17511948
17.9,17511946
75.0,17511937
0.0,17511921
0.0,17511921
0.0,17511920
0.0,17511920
16.0,17511874
0.0,17511849
20.0,17511843
0.0,17511842
0.0,17511743
0.0,17511739
0.1,17511633
0.0,17511627
0.0,17511603
0.0,17511573
0.0,17511567
0.0,17511560
0.1,17511551
16.0,17511547
75.0,17511521
0.0,17511502
0.0,17511501
0.0,17511493
0.0,17511435
0.0,17511429
0.0,17511386
0.0,17511323
0.0,17511323
0.0,17511296
0.0,17511296
0.0,17511285
0.0,17511273
0.0,17511272
0.0,17511268
0.0,17511265
0.0,17511125
0.0,17511087
0.0,17510714
0.0,17510707
0.0,17510707
0.0,17510705
36.9,17510698
0.0,17510688
0.0,17510673
0.0,17510661
0.0,17510654
0.0,17510650
0.0,17510649
0.0,17510468
0.0,17510459
16.0,17510390
0.0,17510379
0.0,17510369
16.0,17510356
16.0,17510351
16.0,17510346
0.0,17510339
0.0,17510338
0.0,17510333
0.0,17510331
0.0,17510330
0.0,17510329
0.0,17510327
24.0,17510295
0.0,17510272
0.0,17510271
23.9,17510184
0.0,17510088
0.0,17510074
0.0,17510064
19.0,17509991
17.9,17509944
30.0,17509792
12.8,17509718
0.0,17509700
30.0,17509133
18.9,17509127
0.0,17509127
30.0,17509124
0.0,17509121
0.0,17509087
0.0,17509085
0.0,17508743
0.0,17508723
0.0,17508590
0.0,17508546
0.0,17508343
0.0,17508303
29.0,17508200
0.0,17508062
20.0,17508015
0.0,17508013
30.0,17507967
0.0,17507864
0.0,17507826
0.0,17507654
0.0,17507654
0.0,17507648
0.0,17507641
0.0,17507639
0.0,17507633
20.0,17507632
0.0,17507631
19.0,17507629
0.0,17507629
30.0,17507624
0.0,17507243
0.0,17507239
0.0,17507237
0.0,17507236
0.0,17507235
0.0,17507233
0.0,17506980
16.0,17506924
0.0,17506897
30.0,17506888
0.0,17506792
30.0,17506745
0.0,17506739
0.0,17506681
25.7,17506681
0.0,17506679
15.9,17506490
0.0,17506460
0.0,17506393
0.0,17506153
0.0,17506150
0.0,17506148
15.9,17506076
0.0,17505853
0.0,17505847
0.0,17505827
0.0,17505823
19.0,17505823
0.0,17505822
0.0,17505821
0.0,17505821
0.0,17505820
0.0,17505819
0.0,17505819
0.0,17505816
0.0,17505815
0.0,17505807
0.0,17505806
0.0,17505626
0.0,17505282
0.0,17505263
0.0,17505226
0.0,17505156
0.0,17505151
0.0,17505138
16.0,17505029
0.0,17504930
0.0,17504919
0.0,17504919
0.0,17504918
0.0,17504900
0.0,17504888
0.0,17504829
0.0,17504765
0.0,17504756
0.0,17504751
25.0,17504727
20.0,17504600
0.0,17504523
16.0,17504235
16.0,17504232
16.0,17503913
0.0,17503819
25.7,17503798
0.0,17503797
0.0,17503763
0.0,17503536
0.0,17503536
0.0,17503519
0.0,17503217
25.7,17503213
0.0,17503202
20.0,17503124
25.7,17503122
5.0,17503054
5.0,17503052
25.6,17503044
0.0,17503038
0.0,17502341
0.0,17501855
5.0,17501845
5.0,17501825
41.0,17501471
0.0,17501454
25.6,17501373
0.0,17501373
0.0,17501355
0.0,17501340
33.0,17501151
0.0,17501022
0.0,17500863
0.0,17500825
0.0,17500819
24.5,17500815
45.0,17500469
0.0,17500388
5.0,17500381
0.0,17500196
0.0,17500195
0.0,17500173
5.0,17500109
5.0,17500108
0.0,17500094
5.0,17500018
33.0,17500017
0.0,17499857
58.0,17499812
0.0,17499767
24.0,17499480
5.0,17499442
5.0,17499441
5.0,17499438
5.0,17499402
5.0,17499398
5.0,17499389
0.0,17499298
30.0,17499217
0.0,17499171
0.0,17498755
0.0,17498752
0.0,17498751
0.0,17498750
0.0,17498746
0.0,17498745
5.0,17498334
5.0,17498097
0.0,17498077
25.0,17497945
0.0,17497731
5.0,17497724
0.0,17497648
5.0,17497607
20.0,17497501
0.0,17497430
5.0,17497230
5.0,17497228
0.0,17497223
5.0,17497215
0.0,17497197
0.0,17497182
0.0,17497151
0.0,17497144
0.0,17497100
20.0,17497100
0.0,17496836
0.0,17496835
20.0,17496832
31.0,17496637
0.0,17496586
12.0,17496580
20.0,17496555
0.0,17496508
0.0,17496383
0.0,17496337
0.0,17496333
32.0,17496313
0.0,17496296
33.0,17496294
20.0,17496248
11.9,17496247
20.0,17496246
25.7,17496241
0.0,17496186
0.0,17496172
18.5,17496078
0.0,17495975
20.0,17495828
30.0,17495781
20.0,17495721
0.0,17495720
34.0,17495720
22.0,17495718
0.0,17495683
20.0,17495655
20.0,17495652
11.9,17495651
0.0,17495609
0.0,17495548
20.0,17495544
20.0,17495541
0.0,17495525
0.0,17495395
293.0,17495391
0.0,17495389
0.0,17495389
20.0,17495386
20.0,17495380
20.0,17495376
0.0,17495371
19.0,17495370
0.0,17495366
0.0,17495365
18.5,17495365
18.5,17495360
12.0,17495352
55.0,17495351
12.0,17495350
2.0,17495346
2.0,17495345
50.0,17495341
50.0,17495341
50.0,17495338
293.0,17495333
292.0,17495330
292.0,17495329
2.0,17495328
18.5,17495324
2.0,17495324
2.0,17495324
18.5,17495322
0.0,17495321
0.0,17495321
0.0,17495318
2.0,17494975
0.0,17494923
0.0,17494922
18.5,17494922
20.0,17494919
0.0,17494699
35.0,17494583
16.0,17494537
15.0,17494469
2.0,17494437
14.6,17494433
2.0,17494427
0.0,17494421
2.0,17494411
14.6,17494408
2.0,17494393
14.1,17494389
2.0,17494387
0.0,17494312
0.0,17494297
0.0,17494255
0.0,17494147
43.0,17494125
20.0,17494104
2.0,17494100
0.0,17494087
0.0,17494053
0.0,17494053
2.0,17493933
1.9,17493892
0.0,17493807
50.0,17493681
58.0,17493677
50.0,17493647
22.0,17493350
21.0,17493305
0.0,17493221
58.0,17493132
58.0,17493081
2.0,17493031
15.0,17493031
0.0,17493020
0.0,17493000
0.0,17492898
2.0,17492800
2.0,17492800
2.0,17492653
2.0,17492650
2.0,17492649
2.0,17492646
0.0,17492643
2.0,17492639
0.0,17492639
2.0,17492415
0.0,17492411
0.0,17491586
0.0,17491585
22.0,17491502
22.0,17491502
0.0,17491419
2.0,17491333
2.0,17491333
2.0,17491314
2.0,17491313
18.5,17491302
2.0,17491298
22.0,17491296
2.0,17491296
22.0,17491295
22.0,17491150
22.0,17491150
0.0,17490935
0.0,17490754
58.0,17490716
0.0,17490591
15.0,17490510
0.0,17490509
58.0,17490453
22.0,17490427
19.0,17490423
19.0,17490423
0.0,17490419
0.0,17490418
0.0,17490418
0.0,17490417
0.0,17490404
0.0,17490386
0.0,17490250
2.0,17490250
2.0,17490240
0.0,17490237
18.5,17490235
0.0,17490157
0.0,17490012
2.0,17489994
0.0,17489993
2.0,17489993
0.0,17489939
0.0,17489931
0.0,17489931
0.0,17489927
0.0,17489924
2.0,17489923
0.0,17489920
0.0,17489892
0.0,17489890
0.0,17489631
0.0,17489616
0.0,17489598
35.0,17489538
2.0,17489443
0.0,17489163
14.0,17489076
0.0,17488934
21.0,17488702
0.0,17488551
54.0,17488346
0.0,17488084
0.0,17487704
18.5,17487680
18.5,17487679
22.0,17487678
0.0,17487576
18.5,17487488
0.0,17487486
18.5,17487485
0.0,17487476
2.0,17487475
0.0,17487471
0.0,17487462
22.0,17487460
18.5,17487452
0.0,17487425
0.0,17487185
0.0,17487157
0.0,17486924
0.0,17486924
0.0,17486761
0.0,17486730
0.0,17486716
0.0,17486715
0.0,17486582
0.0,17486474
0.0,17486474
18.5,17486473
19.0,17486471
19.0,17486467
0.0,17486464
0.0,17486458
0.0,17486358
25.0,17486227
25.0,17486193
0.0,17486127
24.0,17486095
23.0,17486095
0.0,17486087
0.0,17486087
0.0,17485792
54.0,17485765
0.0,17485737
0.0,17485736
5.0,17485611
5.0,17485563
5.0,17485540
5.0,17485531
0.0,17485526
0.0,17485525
5.0,17485487
0.0,17485474
0.0,17485473
22.0,17485467
5.0,17485459
0.0,17485377
5.0,17485310
22.0,17485174
5.0,17485025
16.0,17484794
16.0,17484794
0.0,17484731
0.0,17484710
16.0,17484531
16.0,17484494
16.0,17484492
0.0,17484475
5.0,17484473
16.0,17484473
5.0,17484448
5.0,17484442
0.0,17484429
0.0,17484423
0.0,17484404
5.0,17484404
5.0,17484399
5.0,17484254
0.0,17484235
5.0,17484231
0.0,17484230
16.0,17484228
5.0,17484226
0.0,17484042
15.0,17484034
0.0,17484031
5.0,17484029
5.0,17484028
0.0,17484022
15.0,17483997
0.0,17483983
0.0,17483955
0.0,17483768
0.0,17483730
0.0,17483727
0.0,17483726
0.0,17483726
0.0,17483724
5.0,17483724
0.0,17483722
0.0,17483722
0.0,17483720
5.0,17483717
0.0,17483716
5.0,17483716
5.0,17483716
0.0,17483712
295.0,17483711
0.0,17483708
0.0,17483583
5.0,17483403
0.0,17483185
0.0,17483177
25.5,17482955
0.0,17482710
0.0,17482664
25.5,17482576
0.0,17482457
0.0,17482414
0.0,17482335
0.0,17482334
0.0,17482324
0.0,17482309
25.5,17481871
0.0,17481810
0.0,17481530
0.0,17481427
0.0,17481426
0.0,17481405
0.0,17481341
0.0,17481302
0.0,17481294
16.0,17481285
0.0,17481200
0.0,17481200
0.0,17481200
0.0,17481119
0.0,17481118
16.0,17480949
0.0,17480939
0.0,17480931
0.0,17480931
25.6,17480758
12.0,17480745
0.0,17480743
0.0,17480704
0.0,17480703
0.0,17480686
25.6,17480683
25.6,17480682
0.0,17480678
0.0,17480676
0.0,17480672
0.0,17480641
0.0,17480640
16.0,17480599
0.0,17480596
15.9,17480519
15.9,17480519
0.0,17480428
0.0,17480388
0.0,17480277
15.9,17480236
0.0,17480222
0.0,17480217
0.0,17480210
0.0,17480206
0.0,17480206
0.0,17480204
25.0,17480070
25.7,17480069
25.7,17480069
0.0,17480022
0.0,17479886
0.0,17479851
0.0,17479849
0.0,17479848
0.0,17479848
0.0,17479848
20.0,17479834
20.0,17479831
20.0,17479829
20.0,17479829
0.0,17479826
20.0,17479826
20.0,17479825
0.0,17479825
20.0,17479823
20.0,17479821
20.0,17479821
58.0,17479820
20.0,17479729
20.0,17479727
0.0,17479628
0.0,17479547
15.9,17479547
0.0,17479539
20.0,17479501
20.0,17479489
20.0,17479370
0.0,17479354
0.0,17479354
0.0,17479353
0.0,17479349
0.0,17479303
58.0,17479275
58.0,17479275
0.0,17479253
58.0,17479237
58.0,17479237
55.8,17479231
59.0,17479231
59.0,17479230
0.0,17479230
0.0,17479226
0.0,17479224
20.0,17479209
66.8,17479205
66.8,17479205
68.0,17479204
66.0,17479204
0.0,17479142
0.0,17479141
0.0,17479136
0.0,17479135
20.0,17479135
0.0,17479126
20.0,17479003
0.0,17479002
20.0,17478792
15.9,17478782
0.0,17478667
0.0,17478663
0.0,17478663
20.0,17478658
0.0,17478657
0.0,17478657
18.0,17478650
20.0,17478421
0.0,17478379
0.0,17478374
0.0,17478358
0.0,17478357
18.0,17478355
20.0,17478354
20.0,17478354
0.0,17478347
16.0,17478347
0.0,17478343
0.0,17478342
0.0,17478341
0.0,17478338
0.0,17478337
0.0,17478310
0.0,17478276
0.0,17478128
0.0,17478008
18.0,17478001
0.0,17477922
0.0,17477922
0.0,17477920
0.0,17477897
17.0,17477858
0.0,17477843
20.0,17477785
0.0,17477775
0.0,17477757
12.0,17477741
0.0,17477716
0.0,17477645
0.0,17477641
0.0,17477634
0.0,17477629
0.0,17477628
0.0,17477615
0.0,17477614
0.0,17477614
0.0,17477613
20.0,17477607
0.0,17477509
0.0,17477440
12.8,17477436
0.0,17477434
0.0,17477434
0.0,17477355
0.0,17477334
0.0,17477292
13.0,17477283
12.0,17477260
12.0,17477258
0.0,17477249
0.0,17477247
0.0,17477095
0.0,17477072
0.0,17477071
0.0,17477068
0.0,17477065
0.0,17477063
0.0,17477063
0.0,17477062
20.0,17477055
20.0,17477053
20.0,17477051
0.0,17477047
0.0,17477045
20.0,17477045
0.0,17477044
20.0,17477044
0.0,17477026
0.0,17476932
20.0,17476929
20.0,17476795
20.0,17476788
20.0,17476788
20.0,17476784
0.0,17476783
0.0,17476779
0.0,17476777
0.0,17476776
0.0,17476775
0.0,17476774
0.0,17476368
10.9,17476363
10.9,17476353
0.0,17476186
0.0,17476184
0.0,17476182
0.0,17476089
20.0,17476041
0.0,17476041
0.0,17476031
0.0,17476029
12.9,17476026
17.0,17476022
13.0,17476021
0.0,17475829
0.0,17475813
0.0,17475605
0.0,17475465
0.0,17475379
0.0,17475379
0.0,17475322
0.0,17475305
0.0,17475299
0.0,17475298
0.0,17475297
0.0,17475295
0.0,17475295
0.0,17475294
0.0,17475286
0.0,17475286
20.0,17475068
0.0,17475013
0.0,17474989
20.0,17474917
0.0,17474678
20.0,17474634
0.0,17474508
0.0,17474017
20.0,17473906
20.0,17473903
20.0,17473899
0.0,17473896
20.0,17473812
0.0,17473787
0.0,17473533
0.0,17473479
0.0,17473478
20.0,17473470
20.0,17473468
0.0,17473464
20.0,17473461
20.0,17473461
0.0,17473441
0.0,17473440
20.0,17473440
0.0,17473436
0.0,17473350
45.0,17473309
0.0,17473307
0.0,17473306
0.0,17473300
0.0,17473040
0.0,17472990
0.0,17472852
0.0,17472851
0.0,17472850
0.0,17472840
33.0,17472835
0.0,17472834
0.0,17472817
17.0,17472787
0.0,17472745
0.0,17472719
0.0,17472718
26.5,17472701
17.7,17472697
0.0,17472695
20.0,17472693
0.0,17472594
0.0,17472476
0.0,17472295
0.0,17472294
12.9,17472286
0.0,17472285
17.7,17472280
12.9,17472260
26.5,17472260
0.0,17472112
26.5,17472092
0.0,17472030
0.0,17471994
0.0,17471993
12.9,17471988
0.0,17471913
0.0,17471903
0.0,17471903
0.0,17471902
0.0,17471896
0.0,17471895
20.0,17471892
0.0,17471835
0.0,17471832
17.7,17471800
17.7,17471800
17.7,17471656
17.7,17471653
17.0,17471650
0.0,17471638
17.0,17471627
0.0,17471579
0.0,17471456
0.0,17471456
12.9,17471333
0.0,17471330
0.0,17471308
0.0,17471307
0.0,17471296
17.7,17471271
0.0,17471266
0.0,17471265
17.7,17471235
17.7,17471091
12.9,17471091
0.0,17471084
12.9,17471075
0.0,17471042
0.0,17471034
0.0,17470994
29.0,17470986
17.9,17470985
0.0,17470984
0.0,17470983
0.0,17470979
0.0,17470979
0.0,17470948
0.0,17470946
0.0,17470944
0.0,17470930
0.0,17470920
0.0,17470919
0.0,17470916
0.0,17470914
28.0,17470910
26.5,17470910
0.0,17470693
12.9,17470676
34.0,17470527
0.0,17470467
12.9,17470373
12.9,17470367
0.0,17470346
0.0,17470345
12.9,17470334
45.0,17470315
0.0,17470303
0.0,17470297
0.0,17470297
21.0,17470048
27.0,17470044
18.9,17470038
0.0,17470036
0.0,17470035
18.9,17470016
0.0,17470014
18.9,17469908
18.9,17469906
18.8,17469901
0.0,17469898
0.0,17469888
12.9,17469752
0.0,17469706
18.8,17469700
26.0,17469700
0.0,17469689
0.0,17469689
0.0,17469689
0.0,17469517
0.0,17469474
0.0,17469445
0.0,17469443
18.8,17469431
18.8,17469428
17.9,17469419
20.0,17469415
0.0,17469373
0.0,17469358
0.0,17469358
0.0,17469283
0.0,17469269
18.0,17469247
0.0,17469219
18.0,17469213
12.9,17469209
0.0,17469201
0.0,17469201
0.0,17469200
0.0,17469200
0.0,17469195
0.0,17468806
0.0,17468788
0.0,17468787
0.0,17468786
41.0,17468774
18.8,17468715
15.0,17468714
18.8,17468691
0.0,17468687
18.8,17468668
18.8,17468654
0.0,17468647
18.0,17468647
15.0,17468576
17.9,17468503
0.0,17468332
0.0,17468331
0.0,17468331
0.0,17468331
0.0,17468303
0.0,17468302
0.0,17468195
0.0,17467991
23.0,17467979
0.0,17467963
17.8,17467877
0.0,17467742
0.0,17467737
29.9,17467710
0.0,17467702
0.0,17467623
0.0,17467620
15.0,17467619
0.0,17467607
3.9,17467603
3.9,17467591
0.0,17467591
3.9,17467590
0.0,17467589
13.0,17467587
0.0,17467584
0.0,17467584
3.0,17467577
0.0,17467537
3.0,17467493
3.0,17467357
3.0,17467355
0.0,17467301
0.0,17467301
0.0,17467288
0.0,17467287
30.0,17467279
39.0,17467279
0.0,17467262
17.9,17467150
0.0,17467150
0.0,17467149
17.8,17466995
38.0,17466992
0.0,17466986
3.0,17466982
0.0,17466982
3.0,17466980
0.0,17466825
22.0,17466768
0.0,17466766
18.8,17466765
0.0,17466675
0.0,17466630
0.0,17466628
0.0,17466618
0.0,17466593
0.0,17466591
0.0,17466261
0.0,17466260
0.0,17466206
0.0,17466205
0.0,17466205
21.0,17466188
3.0,17466067
0.0,17466065
0.0,17466065
0.0,17466063
18.8,17466057
2.9,17465941
2.9,17465938
0.0,17465862
18.0,17465861
18.0,17465835
18.0,17465784
2.9,17465742
18.0,17465694
0.0,17465639
0.0,17465628
0.0,17465612
0.0,17465541
0.0,17465524
0.0,17465524
0.0,17465471
0.0,17465455
0.0,17465453
0.0,17465452
40.0,17465359
19.0,17465134
0.0,17465106
0.0,17465069
0.0,17465028
0.0,17465005
18.0,17464858
3.0,17464738
0.0,17464652
0.0,17464642
2.0,17464622
2.0,17464621
0.0,17464530
0.0,17464467
0.0,17464398
0.0,17464396
3.0,17464337
19.0,17464232
0.0,17464202
3.0,17464172
3.0,17464152
3.0,17464125
3.0,17464124
0.0,17464122
0.0,17463876
3.0,17463871
0.0,17463858
3.0,17463680
3.0,17463678
3.0,17463455
3.0,17463453
0.0,17463279
30.0,17463021
40.0,17463013
0.0,17463012
0.0,17462876
0.0,17462860
0.0,17462698
17.0,17462654
0.0,17462627
40.0,17462617
40.0,17462540
0.0,17462471
0.0,17462439
0.0,17462430
20.7,17462409
0.0,17462332
3.0,17462041
0.0,17461999
0.0,17461930
1.0,17461911
3.0,17461828
3.0,17461825
3.0,17461824
3.0,17461760
0.0,17461710
0.0,17461696
25.0,17461694
25.0,17461684
3.0,17461446
0.0,17461433
0.0,17461433
0.0,17461161
0.0,17461159
0.0,17461154
0.0,17461153
0.0,17461146
0.0,17461133
0.0,17461131
0.0,17461109
3.0,17460624
0.0,17460611
0.0,17460545
9.0,17460505
8.0,17460500
0.0,17460499
3.6,17460496
3.6,17460495
3.6,17460491
18.9,17460486
18.8,17460481
3.5,17460405
18.8,17460271
18.0,17460271
0.0,17460233
34.7,17460232
20.0,17460148
20.0,17460146
18.8,17460141
18.0,17460101
0.0,17460017
0.0,17460007
18.0,17459824
0.0,17459737
0.0,17459375
0.0,17459353
0.0,17459344
34.5,17458831
34.5,17458830
0.0,17458826
0.0,17458326
0.0,17458176
0.0,17458092
0.0,17458085
0.0,17458083
40.0,17458080
0.0,17457949
0.0,17457949
3.6,17457934
0.0,17457911
18.8,17457813
18.8,17457809
18.8,17457807
3.6,17457796
0.0,17457658
0.0,17457560
3.6,17457481
18.8,17457442
0.0,17457360
0.0,17457227
3.7,17457124
3.7,17457122
3.7,17457113
3.7,17457111
3.7,17457111
0.0,17457060
3.6,17457059
3.0,17457041
0.0,17457040
0.0,17457030
40.0,17457023
19.0,17457022
40.0,17457019
18.9,17457008
0.0,17456991
3.0,17456631
0.0,17456628
40.0,17456599
0.0,17456519
0.0,17456230
0.0,17456182
0.0,17456181
0.0,17455740
0.0,17455696
0.0,17455633
0.0,17455522
20.7,17455520
0.0,17455355
0.0,17455318
0.0,17455308
3.0,17455136
20.0,17455135
3.0,17455134
3.0,17455130
15.0,17455130
35.0,17454730
0.0,17454714
3.0,17454697
0.0,17454690
14.0,17454688
0.0,17454680
3.6,17454529
0.0,17454481
4.0,17454480
4.0,17454378
0.0,17454342
0.0,17454305
0.0,17454301
3.7,17454255
0.0,17454099
40.0,17454086
0.0,17454019
0.0,17453914
0.0,17453913
4.0,17453902
4.0,17453901
4.0,17453898
0.0,17453894
0.0,17453587
0.0,17453491
0.0,17453490
20.7,17453469
22.0,17453464
22.0,17453461
40.0,17453449
24.0,17453286
2.0,17452896
0.0,17452406
4.0,17452387
17.0,17452198
9.9,17452129
0.0,17452109
0.0,17452094
9.9,17452088
0.0,17452064
9.9,17452063
0.0,17452063
9.9,17451940
25.0,17451700
0.0,17451628
4.0,17451595
0.0,17451289
0.0,17451223
0.0,17451212
0.0,17451124
4.0,17451020
0.0,17450913
0.0,17450855
4.0,17450835
4.0,17450832
4.0,17450829
0.0,17450816
0.0,17450662
4.0,17450648
4.0,17450313
0.0,17450312
0.0,17450271
0.0,17450258
4.0,17450252
0.0,17450245
9.9,17450240
0.0,17450240
19.9,17450227
19.9,17450226
4.0,17450226
9.9,17450226
0.0,17450172
0.0,17450162
0.0,17450052
0.0,17450048
0.0,17450040
19.9,17450028
19.9,17449933
0.0,17449914
0.0,17449913
0.0,17449912
0.0,17449912
0.0,17449904
0.0,17449889
0.0,17449888
0.0,17449887
0.0,17449879
19.9,17449870
4.0,17449868
0.0,17449806
0.0,17449759
0.0,17449541
0.0,17449540
0.0,17449540
3.7,17449521
0.0,17449513
0.0,17449367
0.0,17449262
2.0,17449224
0.0,17448979
0.0,17448846
9.9,17448817
0.0,17448812
4.0,17448808
4.0,17448704
9.9,17448666
0.0,17448655
4.0,17448526
0.0,17448483
0.0,17448419
4.0,17448349
0.0,17448327
0.0,17448306
0.0,17448167
0.0,17448146
20.0,17448141
4.0,17448107
0.0,17448103
0.0,17447803
0.0,17447791
0.0,17447791
0.0,17447790
0.0,17447787
0.0,17447699
279.0,17447690
4.0,17447676
4.0,17447675
0.0,17447575
0.0,17447545
0.0,17447445
0.0,17447444
0.0,17447444
0.0,17447430
0.0,17447429
0.0,17447416
0.0,17447416
0.0,17447415
0.0,17447414
0.0,17447304
0.0,17447267
0.0,17447264
0.0,17447264
0.0,17447255
0.0,17447255
0.0,17447254
4.0,17447253
0.0,17447253
20.0,17447252
3.9,17447180
3.9,17446970
3.8,17446970
20.0,17446596
20.0,17446544
0.0,17446518
0.0,17446494
0.0,17446494
0.0,17446494
0.0,17446379
0.0,17446362
0.0,17446173
20.0,17446131
20.0,17446125
20.0,17446123
20.0,17446102
20.0,17446088
20.0,17446071
20.0,17446069
0.0,17446034
9.9,17446034
0.0,17446020
0.0,17446015
20.0,17446012
0.0,17446011
0.0,17446008
0.0,17445812
0.0,17445811
0.0,17445810
